moviename,charactername,time,totaltime,release,chrono
Iron Man 3,Adrian Toomes,0,19,7,7
Iron Man 3,Agent Phil Coulson,0,18.75,7,7
Iron Man 3,Aldrich Killian,12,12,7,7
Iron Man 3,Alexander Pierce,0,12.75,7,7
Iron Man 3,Algrim,0,6.25,7,7
Iron Man 3,Ancient One,0,17.25,7,7
Iron Man 3,Arnim Zola,0,10.5,7,7
Iron Man 3,Ayesha,0,3.5,7,7
Iron Man 3,Baron Mordo,0,17.75,7,7
Iron Man 3,Betty Ross,0,27,7,7
Iron Man 3,Bruce Banner,0.75,112.75,7,7
Iron Man 3,Bucky Barnes,0,43.5,7,7
Iron Man 3,Cassandra Lang,0,4.5,7,7
Iron Man 3,Chester Phillips,0,9.25,7,7
Iron Man 3,Christine Everhart,0,5.25,7,7
Iron Man 3,Christine Palmer,0,12.75,7,7
Iron Man 3,Clint Barton,0,32.5,7,7
Iron Man 3,Col. James Rhodes,9.75,46.5,7,7
Iron Man 3,Crossbones,0,8.5,7,7
Iron Man 3,Darcy Lewis,0,17.25,7,7
Iron Man 3,Darren Cross,0,14.5,7,7
Iron Man 3,Dr. Abraham Erskine,0,8.5,7,7
Iron Man 3,Dr. Helen Cho,0,3.25,7,7
Iron Man 3,Dr. Stephen Strange,0,76.25,7,7
Iron Man 3,Drax the Destroyer,0,34.5,7,7
Iron Man 3,Ego the Living Planet,0,17.5,7,7
Iron Man 3,Emil Blonsky,0,18.5,7,7
Iron Man 3,Erik Selvig,0,24,7,7
Iron Man 3,Fandral,0,9.5,7,7
Iron Man 3,Frigga,0,6,7,7
Iron Man 3,Gamora,0,55,7,7
Iron Man 3,Gen. Thaddeus Ross,0,17.75,7,7
Iron Man 3,Grandmaster,0,6,7,7
Iron Man 3,Groot,0,29.5,7,7
Iron Man 3,Hank Pym,0,24.75,7,7
Iron Man 3,Happy Hogan,6.25,17.75,7,7
Iron Man 3,Harley Keener,6.25,6.25,7,7
Iron Man 3,Heimdall,0,13.5,7,7
Iron Man 3,Hela,0,12.25,7,7
Iron Man 3,Ho Yinsen,0.25,11,7,7
Iron Man 3,Hogun,0,8.25,7,7
Iron Man 3,Hope van Dyne,0,15.75,7,7
Iron Man 3,Howard Stark,0,8.75,7,7
Iron Man 3,Ivan Vanko,0,20.75,7,7
Iron Man 3,Jane Foster,0,46,7,7
Iron Man 3,Jasper Sitwell,0,5.5,7,7
Iron Man 3,Johann Schmidt,0,15.5,7,7
Iron Man 3,Justin Hammer,0,16.5,7,7
Iron Man 3,Kaecilius,0,12.75,7,7
Iron Man 3,King Laufey,0,3.5,7,7
Iron Man 3,Korg,0,3.75,7,7
Iron Man 3,Kraglin,0,6.5,7,7
Iron Man 3,Laura Barton,0,3.75,7,7
Iron Man 3,Liz Allan,0,9.75,7,7
Iron Man 3,Loki,0,75.25,7,7
Iron Man 3,Luis,0,7,7,7
Iron Man 3,Malekith the Accursed,0,8.75,7,7
Iron Man 3,Mantis,0,11,7,7
Iron Man 3,Maria Hill,0,11.75,7,7
Iron Man 3,May Parker,0,5,7,7
Iron Man 3,Maya Hansen,8.75,8.75,7,7
Iron Man 3,Natasha Romanoff,0,89,7,7
Iron Man 3,Nebula,0,15,7,7
Iron Man 3,Ned Leeds,0,13.75,7,7
Iron Man 3,Nick Fury,0,43.75,7,7
Iron Man 3,Obadiah Stane,0,22,7,7
Iron Man 3,Odin,0,23.75,7,7
Iron Man 3,Paxton,0,4.5,7,7
Iron Man 3,Peggy Carter,0,20.5,7,7
Iron Man 3,Pepper Potts,18,64,7,7
Iron Man 3,Peter Parker,0,84.75,7,7
Iron Man 3,Peter Quill,0,82.5,7,7
Iron Man 3,Pietro Maximoff,0,10.25,7,7
Iron Man 3,Raza,0,6,7,7
Iron Man 3,Rocket Raccoon,0,39.25,7,7
Iron Man 3,Ronan the Accuser,0,7.75,7,7
Iron Man 3,Sam Wilson,0,28,7,7
Iron Man 3,Samuel Sterns,0,7.5,7,7
Iron Man 3,Savin,6,6,7,7
Iron Man 3,Scott Lang,0,56,7,7
Iron Man 3,Sharon Carter,0,7.5,7,7
Iron Man 3,Sif,0,11.5,7,7
Iron Man 3,Skurge,0,6.75,7,7
Iron Man 3,Steve Rogers,0,205.25,7,7
Iron Man 3,T'Challa,0,11.5,7,7
Iron Man 3,Taserface,0,4.25,7,7
Iron Man 3,The Collector,0,3.75,7,7
Iron Man 3,Thor,0,167.25,7,7
Iron Man 3,Tinkerer,0,3.75,7,7
Iron Man 3,Tony Stark,62.25,306,7,7
Iron Man 3,Trevor Slattery,7.5,7.5,7,7
Iron Man 3,Ultron,0,16.75,7,7
Iron Man 3,Valkyrie,0,15.5,7,7
Iron Man 3,Vision,0,13.5,7,7
Iron Man 3,Volstagg,0,10.25,7,7
Iron Man 3,Wanda Maximoff,0,23,7,7
Iron Man 3,Wong,0,7,7,7
Iron Man 3,Yondu Udonta,0,22.25,7,7
Iron Man 3,Zemo,0,10.5,7,7
Spider-Man: Homecoming,Adrian Toomes,19,19,16,16
Spider-Man: Homecoming,Agent Phil Coulson,0,18.75,16,16
Spider-Man: Homecoming,Aldrich Killian,0,12,16,16
Spider-Man: Homecoming,Alexander Pierce,0,12.75,16,16
Spider-Man: Homecoming,Algrim,0,6.25,16,16
Spider-Man: Homecoming,Ancient One,0,17.25,16,16
Spider-Man: Homecoming,Arnim Zola,0,10.5,16,16
Spider-Man: Homecoming,Ayesha,0,3.5,16,16
Spider-Man: Homecoming,Baron Mordo,0,17.75,16,16
Spider-Man: Homecoming,Betty Ross,0,27,16,16
Spider-Man: Homecoming,Bruce Banner,0,112.75,16,16
Spider-Man: Homecoming,Bucky Barnes,0,43.5,16,16
Spider-Man: Homecoming,Cassandra Lang,0,4.5,16,16
Spider-Man: Homecoming,Chester Phillips,0,9.25,16,16
Spider-Man: Homecoming,Christine Everhart,0,5.25,16,16
Spider-Man: Homecoming,Christine Palmer,0,12.75,16,16
Spider-Man: Homecoming,Clint Barton,0,32.5,16,16
Spider-Man: Homecoming,Col. James Rhodes,0,46.5,16,16
Spider-Man: Homecoming,Crossbones,0,8.5,16,16
Spider-Man: Homecoming,Darcy Lewis,0,17.25,16,16
Spider-Man: Homecoming,Darren Cross,0,14.5,16,16
Spider-Man: Homecoming,Dr. Abraham Erskine,0,8.5,16,16
Spider-Man: Homecoming,Dr. Helen Cho,0,3.25,16,16
Spider-Man: Homecoming,Dr. Stephen Strange,0,76.25,16,16
Spider-Man: Homecoming,Drax the Destroyer,0,34.5,16,16
Spider-Man: Homecoming,Ego the Living Planet,0,17.5,16,16
Spider-Man: Homecoming,Emil Blonsky,0,18.5,16,16
Spider-Man: Homecoming,Erik Selvig,0,24,16,16
Spider-Man: Homecoming,Fandral,0,9.5,16,16
Spider-Man: Homecoming,Frigga,0,6,16,16
Spider-Man: Homecoming,Gamora,0,55,16,16
Spider-Man: Homecoming,Gen. Thaddeus Ross,0,17.75,16,16
Spider-Man: Homecoming,Grandmaster,0,6,16,16
Spider-Man: Homecoming,Groot,0,29.5,16,16
Spider-Man: Homecoming,Hank Pym,0,24.75,16,16
Spider-Man: Homecoming,Happy Hogan,6,17.75,16,16
Spider-Man: Homecoming,Harley Keener,0,6.25,16,16
Spider-Man: Homecoming,Heimdall,0,13.5,16,16
Spider-Man: Homecoming,Hela,0,12.25,16,16
Spider-Man: Homecoming,Ho Yinsen,0,11,16,16
Spider-Man: Homecoming,Hogun,0,8.25,16,16
Spider-Man: Homecoming,Hope van Dyne,0,15.75,16,16
Spider-Man: Homecoming,Howard Stark,0,8.75,16,16
Spider-Man: Homecoming,Ivan Vanko,0,20.75,16,16
Spider-Man: Homecoming,Jane Foster,0,46,16,16
Spider-Man: Homecoming,Jasper Sitwell,0,5.5,16,16
Spider-Man: Homecoming,Johann Schmidt,0,15.5,16,16
Spider-Man: Homecoming,Justin Hammer,0,16.5,16,16
Spider-Man: Homecoming,Kaecilius,0,12.75,16,16
Spider-Man: Homecoming,King Laufey,0,3.5,16,16
Spider-Man: Homecoming,Korg,0,3.75,16,16
Spider-Man: Homecoming,Kraglin,0,6.5,16,16
Spider-Man: Homecoming,Laura Barton,0,3.75,16,16
Spider-Man: Homecoming,Liz Allan,9.75,9.75,16,16
Spider-Man: Homecoming,Loki,0,75.25,16,16
Spider-Man: Homecoming,Luis,0,7,16,16
Spider-Man: Homecoming,Malekith the Accursed,0,8.75,16,16
Spider-Man: Homecoming,Mantis,0,11,16,16
Spider-Man: Homecoming,Maria Hill,0,11.75,16,16
Spider-Man: Homecoming,May Parker,4,5,16,16
Spider-Man: Homecoming,Maya Hansen,0,8.75,16,16
Spider-Man: Homecoming,Natasha Romanoff,0,89,16,16
Spider-Man: Homecoming,Nebula,0,15,16,16
Spider-Man: Homecoming,Ned Leeds,13.75,13.75,16,16
Spider-Man: Homecoming,Nick Fury,0,43.75,16,16
Spider-Man: Homecoming,Obadiah Stane,0,22,16,16
Spider-Man: Homecoming,Odin,0,23.75,16,16
Spider-Man: Homecoming,Paxton,0,4.5,16,16
Spider-Man: Homecoming,Peggy Carter,0,20.5,16,16
Spider-Man: Homecoming,Pepper Potts,0.75,64,16,16
Spider-Man: Homecoming,Peter Parker,76.25,84.75,16,16
Spider-Man: Homecoming,Peter Quill,0,82.5,16,16
Spider-Man: Homecoming,Pietro Maximoff,0,10.25,16,16
Spider-Man: Homecoming,Raza,0,6,16,16
Spider-Man: Homecoming,Rocket Raccoon,0,39.25,16,16
Spider-Man: Homecoming,Ronan the Accuser,0,7.75,16,16
Spider-Man: Homecoming,Sam Wilson,0,28,16,16
Spider-Man: Homecoming,Samuel Sterns,0,7.5,16,16
Spider-Man: Homecoming,Savin,0,6,16,16
Spider-Man: Homecoming,Scott Lang,0,56,16,16
Spider-Man: Homecoming,Sharon Carter,0,7.5,16,16
Spider-Man: Homecoming,Sif,0,11.5,16,16
Spider-Man: Homecoming,Skurge,0,6.75,16,16
Spider-Man: Homecoming,Steve Rogers,1,205.25,16,16
Spider-Man: Homecoming,T'Challa,0,11.5,16,16
Spider-Man: Homecoming,Taserface,0,4.25,16,16
Spider-Man: Homecoming,The Collector,0,3.75,16,16
Spider-Man: Homecoming,Thor,0,167.25,16,16
Spider-Man: Homecoming,Tinkerer,3.75,3.75,16,16
Spider-Man: Homecoming,Tony Stark,8,306,16,16
Spider-Man: Homecoming,Trevor Slattery,0,7.5,16,16
Spider-Man: Homecoming,Ultron,0,16.75,16,16
Spider-Man: Homecoming,Valkyrie,0,15.5,16,16
Spider-Man: Homecoming,Vision,0,13.5,16,16
Spider-Man: Homecoming,Volstagg,0,10.25,16,16
Spider-Man: Homecoming,Wanda Maximoff,0,23,16,16
Spider-Man: Homecoming,Wong,0,7,16,16
Spider-Man: Homecoming,Yondu Udonta,0,22.25,16,16
Spider-Man: Homecoming,Zemo,0,10.5,16,16
The Avengers,Adrian Toomes,0,19,6,6
The Avengers,Agent Phil Coulson,9,18.75,6,6
The Avengers,Aldrich Killian,0,12,6,6
The Avengers,Alexander Pierce,0,12.75,6,6
The Avengers,Algrim,0,6.25,6,6
The Avengers,Ancient One,0,17.25,6,6
The Avengers,Arnim Zola,0,10.5,6,6
The Avengers,Ayesha,0,3.5,6,6
The Avengers,Baron Mordo,0,17.75,6,6
The Avengers,Betty Ross,0,27,6,6
The Avengers,Bruce Banner,22.25,112.75,6,6
The Avengers,Bucky Barnes,0,43.5,6,6
The Avengers,Cassandra Lang,0,4.5,6,6
The Avengers,Chester Phillips,0,9.25,6,6
The Avengers,Christine Everhart,0,5.25,6,6
The Avengers,Christine Palmer,0,12.75,6,6
The Avengers,Clint Barton,12.75,32.5,6,6
The Avengers,Col. James Rhodes,0,46.5,6,6
The Avengers,Crossbones,0,8.5,6,6
The Avengers,Darcy Lewis,0,17.25,6,6
The Avengers,Darren Cross,0,14.5,6,6
The Avengers,Dr. Abraham Erskine,0,8.5,6,6
The Avengers,Dr. Helen Cho,0,3.25,6,6
The Avengers,Dr. Stephen Strange,0,76.25,6,6
The Avengers,Drax the Destroyer,0,34.5,6,6
The Avengers,Ego the Living Planet,0,17.5,6,6
The Avengers,Emil Blonsky,0,18.5,6,6
The Avengers,Erik Selvig,3,24,6,6
The Avengers,Fandral,0,9.5,6,6
The Avengers,Frigga,0,6,6,6
The Avengers,Gamora,0,55,6,6
The Avengers,Gen. Thaddeus Ross,0,17.75,6,6
The Avengers,Grandmaster,0,6,6,6
The Avengers,Groot,0,29.5,6,6
The Avengers,Hank Pym,0,24.75,6,6
The Avengers,Happy Hogan,0,17.75,6,6
The Avengers,Harley Keener,0,6.25,6,6
The Avengers,Heimdall,0,13.5,6,6
The Avengers,Hela,0,12.25,6,6
The Avengers,Ho Yinsen,0,11,6,6
The Avengers,Hogun,0,8.25,6,6
The Avengers,Hope van Dyne,0,15.75,6,6
The Avengers,Howard Stark,0,8.75,6,6
The Avengers,Ivan Vanko,0,20.75,6,6
The Avengers,Jane Foster,0,46,6,6
The Avengers,Jasper Sitwell,0.5,5.5,6,6
The Avengers,Johann Schmidt,0,15.5,6,6
The Avengers,Justin Hammer,0,16.5,6,6
The Avengers,Kaecilius,0,12.75,6,6
The Avengers,King Laufey,0,3.5,6,6
The Avengers,Korg,0,3.75,6,6
The Avengers,Kraglin,0,6.5,6,6
The Avengers,Laura Barton,0,3.75,6,6
The Avengers,Liz Allan,0,9.75,6,6
The Avengers,Loki,21.5,75.25,6,6
The Avengers,Luis,0,7,6,6
The Avengers,Malekith the Accursed,0,8.75,6,6
The Avengers,Mantis,0,11,6,6
The Avengers,Maria Hill,5.5,11.75,6,6
The Avengers,May Parker,0,5,6,6
The Avengers,Maya Hansen,0,8.75,6,6
The Avengers,Natasha Romanoff,24.75,89,6,6
The Avengers,Nebula,0,15,6,6
The Avengers,Ned Leeds,0,13.75,6,6
The Avengers,Nick Fury,18.25,43.75,6,6
The Avengers,Obadiah Stane,0,22,6,6
The Avengers,Odin,0,23.75,6,6
The Avengers,Paxton,0,4.5,6,6
The Avengers,Peggy Carter,0,20.5,6,6
The Avengers,Pepper Potts,4.5,64,6,6
The Avengers,Peter Parker,0,84.75,6,6
The Avengers,Peter Quill,0,82.5,6,6
The Avengers,Pietro Maximoff,0,10.25,6,6
The Avengers,Raza,0,6,6,6
The Avengers,Rocket Raccoon,0,39.25,6,6
The Avengers,Ronan the Accuser,0,7.75,6,6
The Avengers,Sam Wilson,0,28,6,6
The Avengers,Samuel Sterns,0,7.5,6,6
The Avengers,Savin,0,6,6,6
The Avengers,Scott Lang,0,56,6,6
The Avengers,Sharon Carter,0,7.5,6,6
The Avengers,Sif,0,11.5,6,6
The Avengers,Skurge,0,6.75,6,6
The Avengers,Steve Rogers,28.25,205.25,6,6
The Avengers,T'Challa,0,11.5,6,6
The Avengers,Taserface,0,4.25,6,6
The Avengers,The Collector,0,3.75,6,6
The Avengers,Thor,18,167.25,6,6
The Avengers,Tinkerer,0,3.75,6,6
The Avengers,Tony Stark,32.25,306,6,6
The Avengers,Trevor Slattery,0,7.5,6,6
The Avengers,Ultron,0,16.75,6,6
The Avengers,Valkyrie,0,15.5,6,6
The Avengers,Vision,0,13.5,6,6
The Avengers,Volstagg,0,10.25,6,6
The Avengers,Wanda Maximoff,0,23,6,6
The Avengers,Wong,0,7,6,6
The Avengers,Yondu Udonta,0,22.25,6,6
The Avengers,Zemo,0,10.5,6,6
The Incredible Hulk,Adrian Toomes,0,19,2,3
The Incredible Hulk,Agent Phil Coulson,0,18.75,2,3
The Incredible Hulk,Aldrich Killian,0,12,2,3
The Incredible Hulk,Alexander Pierce,0,12.75,2,3
The Incredible Hulk,Algrim,0,6.25,2,3
The Incredible Hulk,Ancient One,0,17.25,2,3
The Incredible Hulk,Arnim Zola,0,10.5,2,3
The Incredible Hulk,Ayesha,0,3.5,2,3
The Incredible Hulk,Baron Mordo,0,17.75,2,3
The Incredible Hulk,Betty Ross,27,27,2,3
The Incredible Hulk,Bruce Banner,51.75,112.75,2,3
The Incredible Hulk,Bucky Barnes,0,43.5,2,3
The Incredible Hulk,Cassandra Lang,0,4.5,2,3
The Incredible Hulk,Chester Phillips,0,9.25,2,3
The Incredible Hulk,Christine Everhart,0,5.25,2,3
The Incredible Hulk,Christine Palmer,0,12.75,2,3
The Incredible Hulk,Clint Barton,0,32.5,2,3
The Incredible Hulk,Col. James Rhodes,0,46.5,2,3
The Incredible Hulk,Crossbones,0,8.5,2,3
The Incredible Hulk,Darcy Lewis,0,17.25,2,3
The Incredible Hulk,Darren Cross,0,14.5,2,3
The Incredible Hulk,Dr. Abraham Erskine,0,8.5,2,3
The Incredible Hulk,Dr. Helen Cho,0,3.25,2,3
The Incredible Hulk,Dr. Stephen Strange,0,76.25,2,3
The Incredible Hulk,Drax the Destroyer,0,34.5,2,3
The Incredible Hulk,Ego the Living Planet,0,17.5,2,3
The Incredible Hulk,Emil Blonsky,18.5,18.5,2,3
The Incredible Hulk,Erik Selvig,0,24,2,3
The Incredible Hulk,Fandral,0,9.5,2,3
The Incredible Hulk,Frigga,0,6,2,3
The Incredible Hulk,Gamora,0,55,2,3
The Incredible Hulk,Gen. Thaddeus Ross,15,17.75,2,3
The Incredible Hulk,Grandmaster,0,6,2,3
The Incredible Hulk,Groot,0,29.5,2,3
The Incredible Hulk,Hank Pym,0,24.75,2,3
The Incredible Hulk,Happy Hogan,0,17.75,2,3
The Incredible Hulk,Harley Keener,0,6.25,2,3
The Incredible Hulk,Heimdall,0,13.5,2,3
The Incredible Hulk,Hela,0,12.25,2,3
The Incredible Hulk,Ho Yinsen,0,11,2,3
The Incredible Hulk,Hogun,0,8.25,2,3
The Incredible Hulk,Hope van Dyne,0,15.75,2,3
The Incredible Hulk,Howard Stark,0,8.75,2,3
The Incredible Hulk,Ivan Vanko,0,20.75,2,3
The Incredible Hulk,Jane Foster,0,46,2,3
The Incredible Hulk,Jasper Sitwell,0,5.5,2,3
The Incredible Hulk,Johann Schmidt,0,15.5,2,3
The Incredible Hulk,Justin Hammer,0,16.5,2,3
The Incredible Hulk,Kaecilius,0,12.75,2,3
The Incredible Hulk,King Laufey,0,3.5,2,3
The Incredible Hulk,Korg,0,3.75,2,3
The Incredible Hulk,Kraglin,0,6.5,2,3
The Incredible Hulk,Laura Barton,0,3.75,2,3
The Incredible Hulk,Liz Allan,0,9.75,2,3
The Incredible Hulk,Loki,0,75.25,2,3
The Incredible Hulk,Luis,0,7,2,3
The Incredible Hulk,Malekith the Accursed,0,8.75,2,3
The Incredible Hulk,Mantis,0,11,2,3
The Incredible Hulk,Maria Hill,0,11.75,2,3
The Incredible Hulk,May Parker,0,5,2,3
The Incredible Hulk,Maya Hansen,0,8.75,2,3
The Incredible Hulk,Natasha Romanoff,0,89,2,3
The Incredible Hulk,Nebula,0,15,2,3
The Incredible Hulk,Ned Leeds,0,13.75,2,3
The Incredible Hulk,Nick Fury,0,43.75,2,3
The Incredible Hulk,Obadiah Stane,0,22,2,3
The Incredible Hulk,Odin,0,23.75,2,3
The Incredible Hulk,Paxton,0,4.5,2,3
The Incredible Hulk,Peggy Carter,0,20.5,2,3
The Incredible Hulk,Pepper Potts,0,64,2,3
The Incredible Hulk,Peter Parker,0,84.75,2,3
The Incredible Hulk,Peter Quill,0,82.5,2,3
The Incredible Hulk,Pietro Maximoff,0,10.25,2,3
The Incredible Hulk,Raza,0,6,2,3
The Incredible Hulk,Rocket Raccoon,0,39.25,2,3
The Incredible Hulk,Ronan the Accuser,0,7.75,2,3
The Incredible Hulk,Sam Wilson,0,28,2,3
The Incredible Hulk,Samuel Sterns,7.5,7.5,2,3
The Incredible Hulk,Savin,0,6,2,3
The Incredible Hulk,Scott Lang,0,56,2,3
The Incredible Hulk,Sharon Carter,0,7.5,2,3
The Incredible Hulk,Sif,0,11.5,2,3
The Incredible Hulk,Skurge,0,6.75,2,3
The Incredible Hulk,Steve Rogers,0,205.25,2,3
The Incredible Hulk,T'Challa,0,11.5,2,3
The Incredible Hulk,Taserface,0,4.25,2,3
The Incredible Hulk,The Collector,0,3.75,2,3
The Incredible Hulk,Thor,0,167.25,2,3
The Incredible Hulk,Tinkerer,0,3.75,2,3
The Incredible Hulk,Tony Stark,0.5,306,2,3
The Incredible Hulk,Trevor Slattery,0,7.5,2,3
The Incredible Hulk,Ultron,0,16.75,2,3
The Incredible Hulk,Valkyrie,0,15.5,2,3
The Incredible Hulk,Vision,0,13.5,2,3
The Incredible Hulk,Volstagg,0,10.25,2,3
The Incredible Hulk,Wanda Maximoff,0,23,2,3
The Incredible Hulk,Wong,0,7,2,3
The Incredible Hulk,Yondu Udonta,0,22.25,2,3
The Incredible Hulk,Zemo,0,10.5,2,3
Thor,Adrian Toomes,0,19,4,4
Thor,Agent Phil Coulson,4,18.75,4,4
Thor,Aldrich Killian,0,12,4,4
Thor,Alexander Pierce,0,12.75,4,4
Thor,Algrim,0,6.25,4,4
Thor,Ancient One,0,17.25,4,4
Thor,Arnim Zola,0,10.5,4,4
Thor,Ayesha,0,3.5,4,4
Thor,Baron Mordo,0,17.75,4,4
Thor,Betty Ross,0,27,4,4
Thor,Bruce Banner,0,112.75,4,4
Thor,Bucky Barnes,0,43.5,4,4
Thor,Cassandra Lang,0,4.5,4,4
Thor,Chester Phillips,0,9.25,4,4
Thor,Christine Everhart,0,5.25,4,4
Thor,Christine Palmer,0,12.75,4,4
Thor,Clint Barton,0.5,32.5,4,4
Thor,Col. James Rhodes,0,46.5,4,4
Thor,Crossbones,0,8.5,4,4
Thor,Darcy Lewis,8.5,17.25,4,4
Thor,Darren Cross,0,14.5,4,4
Thor,Dr. Abraham Erskine,0,8.5,4,4
Thor,Dr. Helen Cho,0,3.25,4,4
Thor,Dr. Stephen Strange,0,76.25,4,4
Thor,Drax the Destroyer,0,34.5,4,4
Thor,Ego the Living Planet,0,17.5,4,4
Thor,Emil Blonsky,0,18.5,4,4
Thor,Erik Selvig,13.75,24,4,4
Thor,Fandral,7,9.5,4,4
Thor,Frigga,2,6,4,4
Thor,Gamora,0,55,4,4
Thor,Gen. Thaddeus Ross,0,17.75,4,4
Thor,Grandmaster,0,6,4,4
Thor,Groot,0,29.5,4,4
Thor,Hank Pym,0,24.75,4,4
Thor,Happy Hogan,0,17.75,4,4
Thor,Harley Keener,0,6.25,4,4
Thor,Heimdall,4.25,13.5,4,4
Thor,Hela,0,12.25,4,4
Thor,Ho Yinsen,0,11,4,4
Thor,Hogun,6.5,8.25,4,4
Thor,Hope van Dyne,0,15.75,4,4
Thor,Howard Stark,0,8.75,4,4
Thor,Ivan Vanko,0,20.75,4,4
Thor,Jane Foster,21,46,4,4
Thor,Jasper Sitwell,1,5.5,4,4
Thor,Johann Schmidt,0,15.5,4,4
Thor,Justin Hammer,0,16.5,4,4
Thor,Kaecilius,0,12.75,4,4
Thor,King Laufey,3.5,3.5,4,4
Thor,Korg,0,3.75,4,4
Thor,Kraglin,0,6.5,4,4
Thor,Laura Barton,0,3.75,4,4
Thor,Liz Allan,0,9.75,4,4
Thor,Loki,21.25,75.25,4,4
Thor,Luis,0,7,4,4
Thor,Malekith the Accursed,0,8.75,4,4
Thor,Mantis,0,11,4,4
Thor,Maria Hill,0,11.75,4,4
Thor,May Parker,0,5,4,4
Thor,Maya Hansen,0,8.75,4,4
Thor,Natasha Romanoff,0,89,4,4
Thor,Nebula,0,15,4,4
Thor,Ned Leeds,0,13.75,4,4
Thor,Nick Fury,0.75,43.75,4,4
Thor,Obadiah Stane,0,22,4,4
Thor,Odin,11.25,23.75,4,4
Thor,Paxton,0,4.5,4,4
Thor,Peggy Carter,0,20.5,4,4
Thor,Pepper Potts,0,64,4,4
Thor,Peter Parker,0,84.75,4,4
Thor,Peter Quill,0,82.5,4,4
Thor,Pietro Maximoff,0,10.25,4,4
Thor,Raza,0,6,4,4
Thor,Rocket Raccoon,0,39.25,4,4
Thor,Ronan the Accuser,0,7.75,4,4
Thor,Sam Wilson,0,28,4,4
Thor,Samuel Sterns,0,7.5,4,4
Thor,Savin,0,6,4,4
Thor,Scott Lang,0,56,4,4
Thor,Sharon Carter,0,7.5,4,4
Thor,Sif,8.25,11.5,4,4
Thor,Skurge,0,6.75,4,4
Thor,Steve Rogers,0,205.25,4,4
Thor,T'Challa,0,11.5,4,4
Thor,Taserface,0,4.25,4,4
Thor,The Collector,0,3.75,4,4
Thor,Thor,43.25,167.25,4,4
Thor,Tinkerer,0,3.75,4,4
Thor,Tony Stark,0,306,4,4
Thor,Trevor Slattery,0,7.5,4,4
Thor,Ultron,0,16.75,4,4
Thor,Valkyrie,0,15.5,4,4
Thor,Vision,0,13.5,4,4
Thor,Volstagg,7,10.25,4,4
Thor,Wanda Maximoff,0,23,4,4
Thor,Wong,0,7,4,4
Thor,Yondu Udonta,0,22.25,4,4
Thor,Zemo,0,10.5,4,4
Thor: Ragnarok,Adrian Toomes,0,19,17,17
Thor: Ragnarok,Agent Phil Coulson,0,18.75,17,17
Thor: Ragnarok,Aldrich Killian,0,12,17,17
Thor: Ragnarok,Alexander Pierce,0,12.75,17,17
Thor: Ragnarok,Algrim,0,6.25,17,17
Thor: Ragnarok,Ancient One,0,17.25,17,17
Thor: Ragnarok,Arnim Zola,0,10.5,17,17
Thor: Ragnarok,Ayesha,0,3.5,17,17
Thor: Ragnarok,Baron Mordo,0,17.75,17,17
Thor: Ragnarok,Betty Ross,0,27,17,17
Thor: Ragnarok,Bruce Banner,18,112.75,17,17
Thor: Ragnarok,Bucky Barnes,0,43.5,17,17
Thor: Ragnarok,Cassandra Lang,0,4.5,17,17
Thor: Ragnarok,Chester Phillips,0,9.25,17,17
Thor: Ragnarok,Christine Everhart,0,5.25,17,17
Thor: Ragnarok,Christine Palmer,0,12.75,17,17
Thor: Ragnarok,Clint Barton,0,32.5,17,17
Thor: Ragnarok,Col. James Rhodes,0,46.5,17,17
Thor: Ragnarok,Crossbones,0,8.5,17,17
Thor: Ragnarok,Darcy Lewis,0,17.25,17,17
Thor: Ragnarok,Darren Cross,0,14.5,17,17
Thor: Ragnarok,Dr. Abraham Erskine,0,8.5,17,17
Thor: Ragnarok,Dr. Helen Cho,0,3.25,17,17
Thor: Ragnarok,Dr. Stephen Strange,2.75,76.25,17,17
Thor: Ragnarok,Drax the Destroyer,0,34.5,17,17
Thor: Ragnarok,Ego the Living Planet,0,17.5,17,17
Thor: Ragnarok,Emil Blonsky,0,18.5,17,17
Thor: Ragnarok,Erik Selvig,0,24,17,17
Thor: Ragnarok,Fandral,0.5,9.5,17,17
Thor: Ragnarok,Frigga,0,6,17,17
Thor: Ragnarok,Gamora,0,55,17,17
Thor: Ragnarok,Gen. Thaddeus Ross,0,17.75,17,17
Thor: Ragnarok,Grandmaster,6,6,17,17
Thor: Ragnarok,Groot,0,29.5,17,17
Thor: Ragnarok,Hank Pym,0,24.75,17,17
Thor: Ragnarok,Happy Hogan,0,17.75,17,17
Thor: Ragnarok,Harley Keener,0,6.25,17,17
Thor: Ragnarok,Heimdall,4.5,13.5,17,17
Thor: Ragnarok,Hela,12.25,12.25,17,17
Thor: Ragnarok,Ho Yinsen,0,11,17,17
Thor: Ragnarok,Hogun,0.75,8.25,17,17
Thor: Ragnarok,Hope van Dyne,0,15.75,17,17
Thor: Ragnarok,Howard Stark,0,8.75,17,17
Thor: Ragnarok,Ivan Vanko,0,20.75,17,17
Thor: Ragnarok,Jane Foster,0,46,17,17
Thor: Ragnarok,Jasper Sitwell,0,5.5,17,17
Thor: Ragnarok,Johann Schmidt,0,15.5,17,17
Thor: Ragnarok,Justin Hammer,0,16.5,17,17
Thor: Ragnarok,Kaecilius,0,12.75,17,17
Thor: Ragnarok,King Laufey,0,3.5,17,17
Thor: Ragnarok,Korg,3.75,3.75,17,17
Thor: Ragnarok,Kraglin,0,6.5,17,17
