moviename,charactername,time,totaltime,release,chrono
Captain America: The Winter Soldier,Valkyrie,0,15.5,9,11
Captain America: The Winter Soldier,Vision,0,13.5,9,11
Captain America: The Winter Soldier,Volstagg,0,10.25,9,11
Captain America: The Winter Soldier,Wanda Maximoff,0.25,23,9,11
Captain America: The Winter Soldier,Wong,0,7,9,11
Captain America: The Winter Soldier,Yondu Udonta,0,22.25,9,11
Captain America: The Winter Soldier,Zemo,0,10.5,9,11
Doctor Strange,Adrian Toomes,0,19,14,14
Doctor Strange,Agent Phil Coulson,0,18.75,14,14
Doctor Strange,Aldrich Killian,0,12,14,14
Doctor Strange,Alexander Pierce,0,12.75,14,14
Doctor Strange,Algrim,0,6.25,14,14
Doctor Strange,Ancient One,17.25,17.25,14,14
Doctor Strange,Arnim Zola,0,10.5,14,14
Doctor Strange,Ayesha,0,3.5,14,14
Doctor Strange,Baron Mordo,17.75,17.75,14,14
Doctor Strange,Betty Ross,0,27,14,14
Doctor Strange,Bruce Banner,0,112.75,14,14
Doctor Strange,Bucky Barnes,0,43.5,14,14
Doctor Strange,Cassandra Lang,0,4.5,14,14
Doctor Strange,Chester Phillips,0,9.25,14,14
Doctor Strange,Christine Everhart,0,5.25,14,14
Doctor Strange,Christine Palmer,12.75,12.75,14,14
Doctor Strange,Clint Barton,0,32.5,14,14
Doctor Strange,Col. James Rhodes,0,46.5,14,14
Doctor Strange,Crossbones,0,8.5,14,14
Doctor Strange,Darcy Lewis,0,17.25,14,14
Doctor Strange,Darren Cross,0,14.5,14,14
Doctor Strange,Dr. Abraham Erskine,0,8.5,14,14
Doctor Strange,Dr. Helen Cho,0,3.25,14,14
Doctor Strange,Dr. Stephen Strange,73.5,76.25,14,14
Doctor Strange,Drax the Destroyer,0,34.5,14,14
Doctor Strange,Ego the Living Planet,0,17.5,14,14
Doctor Strange,Emil Blonsky,0,18.5,14,14
Doctor Strange,Erik Selvig,0,24,14,14
Doctor Strange,Fandral,0,9.5,14,14
Doctor Strange,Frigga,0,6,14,14
Doctor Strange,Gamora,0,55,14,14
Doctor Strange,Gen. Thaddeus Ross,0,17.75,14,14
Doctor Strange,Grandmaster,0,6,14,14
Doctor Strange,Groot,0,29.5,14,14
Doctor Strange,Hank Pym,0,24.75,14,14
Doctor Strange,Happy Hogan,0,17.75,14,14
Doctor Strange,Harley Keener,0,6.25,14,14
Doctor Strange,Heimdall,0,13.5,14,14
Doctor Strange,Hela,0,12.25,14,14
Doctor Strange,Ho Yinsen,0,11,14,14
Doctor Strange,Hogun,0,8.25,14,14
Doctor Strange,Hope van Dyne,0,15.75,14,14
Doctor Strange,Howard Stark,0,8.75,14,14
Doctor Strange,Ivan Vanko,0,20.75,14,14
Doctor Strange,Jane Foster,0,46,14,14
Doctor Strange,Jasper Sitwell,0,5.5,14,14
Doctor Strange,Johann Schmidt,0,15.5,14,14
Doctor Strange,Justin Hammer,0,16.5,14,14
Doctor Strange,Kaecilius,12.75,12.75,14,14
Doctor Strange,King Laufey,0,3.5,14,14
Doctor Strange,Korg,0,3.75,14,14
Doctor Strange,Kraglin,0,6.5,14,14
Doctor Strange,Laura Barton,0,3.75,14,14
Doctor Strange,Liz Allan,0,9.75,14,14
Doctor Strange,Loki,0,75.25,14,14
Doctor Strange,Luis,0,7,14,14
Doctor Strange,Malekith the Accursed,0,8.75,14,14
Doctor Strange,Mantis,0,11,14,14
Doctor Strange,Maria Hill,0,11.75,14,14
Doctor Strange,May Parker,0,5,14,14
Doctor Strange,Maya Hansen,0,8.75,14,14
Doctor Strange,Natasha Romanoff,0,89,14,14
Doctor Strange,Nebula,0,15,14,14
Doctor Strange,Ned Leeds,0,13.75,14,14
Doctor Strange,Nick Fury,0,43.75,14,14
Doctor Strange,Obadiah Stane,0,22,14,14
Doctor Strange,Odin,0,23.75,14,14
Doctor Strange,Paxton,0,4.5,14,14
Doctor Strange,Peggy Carter,0,20.5,14,14
Doctor Strange,Pepper Potts,0,64,14,14
Doctor Strange,Peter Parker,0,84.75,14,14
Doctor Strange,Peter Quill,0,82.5,14,14
Doctor Strange,Pietro Maximoff,0,10.25,14,14
Doctor Strange,Raza,0,6,14,14
Doctor Strange,Rocket Raccoon,0,39.25,14,14
Doctor Strange,Ronan the Accuser,0,7.75,14,14
Doctor Strange,Sam Wilson,0,28,14,14
Doctor Strange,Samuel Sterns,0,7.5,14,14
Doctor Strange,Savin,0,6,14,14
Doctor Strange,Scott Lang,0,56,14,14
Doctor Strange,Sharon Carter,0,7.5,14,14
Doctor Strange,Sif,0,11.5,14,14
Doctor Strange,Skurge,0,6.75,14,14
Doctor Strange,Steve Rogers,0,205.25,14,14
Doctor Strange,T'Challa,0,11.5,14,14
Doctor Strange,Taserface,0,4.25,14,14
Doctor Strange,The Collector,0,3.75,14,14
Doctor Strange,Thor,0.75,167.25,14,14
Doctor Strange,Tinkerer,0,3.75,14,14
Doctor Strange,Tony Stark,0,306,14,14
Doctor Strange,Trevor Slattery,0,7.5,14,14
Doctor Strange,Ultron,0,16.75,14,14
Doctor Strange,Valkyrie,0,15.5,14,14
Doctor Strange,Vision,0,13.5,14,14
Doctor Strange,Volstagg,0,10.25,14,14
Doctor Strange,Wanda Maximoff,0,23,14,14
Doctor Strange,Wong,7,7,14,14
Doctor Strange,Yondu Udonta,0,22.25,14,14
Doctor Strange,Zemo,0,10.5,14,14
Guardians Of The Galaxy,Adrian Toomes,0,19,10,9
Guardians Of The Galaxy,Agent Phil Coulson,0,18.75,10,9
Guardians Of The Galaxy,Aldrich Killian,0,12,10,9
Guardians Of The Galaxy,Alexander Pierce,0,12.75,10,9
Guardians Of The Galaxy,Algrim,0,6.25,10,9
Guardians Of The Galaxy,Ancient One,0,17.25,10,9
Guardians Of The Galaxy,Arnim Zola,0,10.5,10,9
Guardians Of The Galaxy,Ayesha,3.5,3.5,10,9
Guardians Of The Galaxy,Baron Mordo,0,17.75,10,9
Guardians Of The Galaxy,Betty Ross,0,27,10,9
Guardians Of The Galaxy,Bruce Banner,0,112.75,10,9
Guardians Of The Galaxy,Bucky Barnes,0,43.5,10,9
Guardians Of The Galaxy,Cassandra Lang,0,4.5,10,9
Guardians Of The Galaxy,Chester Phillips,0,9.25,10,9
Guardians Of The Galaxy,Christine Everhart,0,5.25,10,9
Guardians Of The Galaxy,Christine Palmer,0,12.75,10,9
Guardians Of The Galaxy,Clint Barton,0,32.5,10,9
Guardians Of The Galaxy,Col. James Rhodes,0,46.5,10,9
Guardians Of The Galaxy,Crossbones,0,8.5,10,9
Guardians Of The Galaxy,Darcy Lewis,0,17.25,10,9
Guardians Of The Galaxy,Darren Cross,0,14.5,10,9
Guardians Of The Galaxy,Dr. Abraham Erskine,0,8.5,10,9
Guardians Of The Galaxy,Dr. Helen Cho,0,3.25,10,9
Guardians Of The Galaxy,Dr. Stephen Strange,0,76.25,10,9
Guardians Of The Galaxy,Drax the Destroyer,18,34.5,10,9
Guardians Of The Galaxy,Ego the Living Planet,0,17.5,10,9
Guardians Of The Galaxy,Emil Blonsky,0,18.5,10,9
Guardians Of The Galaxy,Erik Selvig,0,24,10,9
Guardians Of The Galaxy,Fandral,0,9.5,10,9
Guardians Of The Galaxy,Frigga,0,6,10,9
Guardians Of The Galaxy,Gamora,31,55,10,9
Guardians Of The Galaxy,Gen. Thaddeus Ross,0,17.75,10,9
Guardians Of The Galaxy,Grandmaster,0,6,10,9
Guardians Of The Galaxy,Groot,15.5,29.5,10,9
Guardians Of The Galaxy,Hank Pym,0,24.75,10,9
Guardians Of The Galaxy,Happy Hogan,0,17.75,10,9
Guardians Of The Galaxy,Harley Keener,0,6.25,10,9
Guardians Of The Galaxy,Heimdall,0,13.5,10,9
Guardians Of The Galaxy,Hela,0,12.25,10,9
Guardians Of The Galaxy,Ho Yinsen,0,11,10,9
Guardians Of The Galaxy,Hogun,0,8.25,10,9
Guardians Of The Galaxy,Hope van Dyne,0,15.75,10,9
Guardians Of The Galaxy,Howard Stark,0,8.75,10,9
Guardians Of The Galaxy,Ivan Vanko,0,20.75,10,9
Guardians Of The Galaxy,Jane Foster,0,46,10,9
Guardians Of The Galaxy,Jasper Sitwell,0,5.5,10,9
Guardians Of The Galaxy,Johann Schmidt,0,15.5,10,9
Guardians Of The Galaxy,Justin Hammer,0,16.5,10,9
Guardians Of The Galaxy,Kaecilius,0,12.75,10,9
Guardians Of The Galaxy,King Laufey,0,3.5,10,9
Guardians Of The Galaxy,Korg,0,3.75,10,9
Guardians Of The Galaxy,Kraglin,1.75,6.5,10,9
Guardians Of The Galaxy,Laura Barton,0,3.75,10,9
Guardians Of The Galaxy,Liz Allan,0,9.75,10,9
Guardians Of The Galaxy,Loki,0,75.25,10,9
Guardians Of The Galaxy,Luis,0,7,10,9
Guardians Of The Galaxy,Malekith the Accursed,0,8.75,10,9
Guardians Of The Galaxy,Mantis,0,11,10,9
Guardians Of The Galaxy,Maria Hill,0,11.75,10,9
Guardians Of The Galaxy,May Parker,0,5,10,9
Guardians Of The Galaxy,Maya Hansen,0,8.75,10,9
Guardians Of The Galaxy,Natasha Romanoff,0,89,10,9
Guardians Of The Galaxy,Nebula,4.5,15,10,9
Guardians Of The Galaxy,Ned Leeds,0,13.75,10,9
Guardians Of The Galaxy,Nick Fury,0,43.75,10,9
Guardians Of The Galaxy,Obadiah Stane,0,22,10,9
Guardians Of The Galaxy,Odin,0,23.75,10,9
Guardians Of The Galaxy,Paxton,0,4.5,10,9
Guardians Of The Galaxy,Peggy Carter,0,20.5,10,9
Guardians Of The Galaxy,Pepper Potts,0,64,10,9
Guardians Of The Galaxy,Peter Parker,0,84.75,10,9
Guardians Of The Galaxy,Peter Quill,46.75,82.5,10,9
Guardians Of The Galaxy,Pietro Maximoff,0,10.25,10,9
Guardians Of The Galaxy,Raza,0,6,10,9
Guardians Of The Galaxy,Rocket Raccoon,19.5,39.25,10,9
Guardians Of The Galaxy,Ronan the Accuser,7.75,7.75,10,9
Guardians Of The Galaxy,Sam Wilson,0,28,10,9
Guardians Of The Galaxy,Samuel Sterns,0,7.5,10,9
Guardians Of The Galaxy,Savin,0,6,10,9
Guardians Of The Galaxy,Scott Lang,0,56,10,9
Guardians Of The Galaxy,Sharon Carter,0,7.5,10,9
Guardians Of The Galaxy,Sif,0,11.5,10,9
Guardians Of The Galaxy,Skurge,0,6.75,10,9
Guardians Of The Galaxy,Steve Rogers,0,205.25,10,9
Guardians Of The Galaxy,T'Challa,0,11.5,10,9
Guardians Of The Galaxy,Taserface,0,4.25,10,9
Guardians Of The Galaxy,The Collector,2.5,3.75,10,9
Guardians Of The Galaxy,Thor,0,167.25,10,9
Guardians Of The Galaxy,Tinkerer,0,3.75,10,9
Guardians Of The Galaxy,Tony Stark,0,306,10,9
Guardians Of The Galaxy,Trevor Slattery,0,7.5,10,9
Guardians Of The Galaxy,Ultron,0,16.75,10,9
Guardians Of The Galaxy,Valkyrie,0,15.5,10,9
Guardians Of The Galaxy,Vision,0,13.5,10,9
Guardians Of The Galaxy,Volstagg,0,10.25,10,9
Guardians Of The Galaxy,Wanda Maximoff,0,23,10,9
Guardians Of The Galaxy,Wong,0,7,10,9
Guardians Of The Galaxy,Yondu Udonta,6,22.25,10,9
Guardians Of The Galaxy,Zemo,0,10.5,10,9
Guardians Of The Galaxy Vol. 2,Adrian Toomes,0,19,15,10
Guardians Of The Galaxy Vol. 2,Agent Phil Coulson,0,18.75,15,10
Guardians Of The Galaxy Vol. 2,Aldrich Killian,0,12,15,10
Guardians Of The Galaxy Vol. 2,Alexander Pierce,0,12.75,15,10
Guardians Of The Galaxy Vol. 2,Algrim,0,6.25,15,10
Guardians Of The Galaxy Vol. 2,Ancient One,0,17.25,15,10
Guardians Of The Galaxy Vol. 2,Arnim Zola,0,10.5,15,10
Guardians Of The Galaxy Vol. 2,Ayesha,0,3.5,15,10
Guardians Of The Galaxy Vol. 2,Baron Mordo,0,17.75,15,10
Guardians Of The Galaxy Vol. 2,Betty Ross,0,27,15,10
Guardians Of The Galaxy Vol. 2,Bruce Banner,0,112.75,15,10
Guardians Of The Galaxy Vol. 2,Bucky Barnes,0,43.5,15,10
Guardians Of The Galaxy Vol. 2,Cassandra Lang,0,4.5,15,10
Guardians Of The Galaxy Vol. 2,Chester Phillips,0,9.25,15,10
Guardians Of The Galaxy Vol. 2,Christine Everhart,0,5.25,15,10
Guardians Of The Galaxy Vol. 2,Christine Palmer,0,12.75,15,10
Guardians Of The Galaxy Vol. 2,Clint Barton,0,32.5,15,10
Guardians Of The Galaxy Vol. 2,Col. James Rhodes,0,46.5,15,10
Guardians Of The Galaxy Vol. 2,Crossbones,0,8.5,15,10
Guardians Of The Galaxy Vol. 2,Darcy Lewis,0,17.25,15,10
Guardians Of The Galaxy Vol. 2,Darren Cross,0,14.5,15,10
Guardians Of The Galaxy Vol. 2,Dr. Abraham Erskine,0,8.5,15,10
Guardians Of The Galaxy Vol. 2,Dr. Helen Cho,0,3.25,15,10
Guardians Of The Galaxy Vol. 2,Dr. Stephen Strange,0,76.25,15,10
Guardians Of The Galaxy Vol. 2,Drax the Destroyer,16.5,34.5,15,10
Guardians Of The Galaxy Vol. 2,Ego the Living Planet,17.5,17.5,15,10
Guardians Of The Galaxy Vol. 2,Emil Blonsky,0,18.5,15,10
Guardians Of The Galaxy Vol. 2,Erik Selvig,0,24,15,10
Guardians Of The Galaxy Vol. 2,Fandral,0,9.5,15,10
Guardians Of The Galaxy Vol. 2,Frigga,0,6,15,10
Guardians Of The Galaxy Vol. 2,Gamora,24,55,15,10
Guardians Of The Galaxy Vol. 2,Gen. Thaddeus Ross,0,17.75,15,10
Guardians Of The Galaxy Vol. 2,Grandmaster,0,6,15,10
Guardians Of The Galaxy Vol. 2,Groot,14,29.5,15,10
Guardians Of The Galaxy Vol. 2,Hank Pym,0,24.75,15,10
Guardians Of The Galaxy Vol. 2,Happy Hogan,0,17.75,15,10
Guardians Of The Galaxy Vol. 2,Harley Keener,0,6.25,15,10
Guardians Of The Galaxy Vol. 2,Heimdall,0,13.5,15,10
Guardians Of The Galaxy Vol. 2,Hela,0,12.25,15,10
Guardians Of The Galaxy Vol. 2,Ho Yinsen,0,11,15,10
Guardians Of The Galaxy Vol. 2,Hogun,0,8.25,15,10
Guardians Of The Galaxy Vol. 2,Hope van Dyne,0,15.75,15,10
Guardians Of The Galaxy Vol. 2,Howard Stark,0,8.75,15,10
Guardians Of The Galaxy Vol. 2,Ivan Vanko,0,20.75,15,10
Guardians Of The Galaxy Vol. 2,Jane Foster,0,46,15,10
Guardians Of The Galaxy Vol. 2,Jasper Sitwell,0,5.5,15,10
Guardians Of The Galaxy Vol. 2,Johann Schmidt,0,15.5,15,10
Guardians Of The Galaxy Vol. 2,Justin Hammer,0,16.5,15,10
Guardians Of The Galaxy Vol. 2,Kaecilius,0,12.75,15,10
Guardians Of The Galaxy Vol. 2,King Laufey,0,3.5,15,10
Guardians Of The Galaxy Vol. 2,Korg,0,3.75,15,10
Guardians Of The Galaxy Vol. 2,Kraglin,4.75,6.5,15,10
Guardians Of The Galaxy Vol. 2,Laura Barton,0,3.75,15,10
Guardians Of The Galaxy Vol. 2,Liz Allan,0,9.75,15,10
Guardians Of The Galaxy Vol. 2,Loki,0,75.25,15,10
Guardians Of The Galaxy Vol. 2,Luis,0,7,15,10
Guardians Of The Galaxy Vol. 2,Malekith the Accursed,0,8.75,15,10
Guardians Of The Galaxy Vol. 2,Mantis,11,11,15,10
Guardians Of The Galaxy Vol. 2,Maria Hill,0,11.75,15,10
Guardians Of The Galaxy Vol. 2,May Parker,0,5,15,10
Guardians Of The Galaxy Vol. 2,Maya Hansen,0,8.75,15,10
Guardians Of The Galaxy Vol. 2,Natasha Romanoff,0,89,15,10
Guardians Of The Galaxy Vol. 2,Nebula,10.5,15,15,10
Guardians Of The Galaxy Vol. 2,Ned Leeds,0,13.75,15,10
Guardians Of The Galaxy Vol. 2,Nick Fury,0,43.75,15,10
Guardians Of The Galaxy Vol. 2,Obadiah Stane,0,22,15,10
Guardians Of The Galaxy Vol. 2,Odin,0,23.75,15,10
Guardians Of The Galaxy Vol. 2,Paxton,0,4.5,15,10
Guardians Of The Galaxy Vol. 2,Peggy Carter,0,20.5,15,10
Guardians Of The Galaxy Vol. 2,Pepper Potts,0,64,15,10
Guardians Of The Galaxy Vol. 2,Peter Parker,0,84.75,15,10
Guardians Of The Galaxy Vol. 2,Peter Quill,35.75,82.5,15,10
Guardians Of The Galaxy Vol. 2,Pietro Maximoff,0,10.25,15,10
Guardians Of The Galaxy Vol. 2,Raza,0,6,15,10
Guardians Of The Galaxy Vol. 2,Rocket Raccoon,19.75,39.25,15,10
Guardians Of The Galaxy Vol. 2,Ronan the Accuser,0,7.75,15,10
Guardians Of The Galaxy Vol. 2,Sam Wilson,0,28,15,10
Guardians Of The Galaxy Vol. 2,Samuel Sterns,0,7.5,15,10
Guardians Of The Galaxy Vol. 2,Savin,0,6,15,10
Guardians Of The Galaxy Vol. 2,Scott Lang,0,56,15,10
Guardians Of The Galaxy Vol. 2,Sharon Carter,0,7.5,15,10
Guardians Of The Galaxy Vol. 2,Sif,0,11.5,15,10
Guardians Of The Galaxy Vol. 2,Skurge,0,6.75,15,10
Guardians Of The Galaxy Vol. 2,Steve Rogers,0,205.25,15,10
Guardians Of The Galaxy Vol. 2,T'Challa,0,11.5,15,10
Guardians Of The Galaxy Vol. 2,Taserface,4.25,4.25,15,10
Guardians Of The Galaxy Vol. 2,The Collector,0,3.75,15,10
Guardians Of The Galaxy Vol. 2,Thor,0,167.25,15,10
Guardians Of The Galaxy Vol. 2,Tinkerer,0,3.75,15,10
Guardians Of The Galaxy Vol. 2,Tony Stark,0,306,15,10
Guardians Of The Galaxy Vol. 2,Trevor Slattery,0,7.5,15,10
Guardians Of The Galaxy Vol. 2,Ultron,0,16.75,15,10
Guardians Of The Galaxy Vol. 2,Valkyrie,0,15.5,15,10
Guardians Of The Galaxy Vol. 2,Vision,0,13.5,15,10
Guardians Of The Galaxy Vol. 2,Volstagg,0,10.25,15,10
Guardians Of The Galaxy Vol. 2,Wanda Maximoff,0,23,15,10
Guardians Of The Galaxy Vol. 2,Wong,0,7,15,10
Guardians Of The Galaxy Vol. 2,Yondu Udonta,16.25,22.25,15,10
Guardians Of The Galaxy Vol. 2,Zemo,0,10.5,15,10
Iron Man,Adrian Toomes,0,19,1,1
Iron Man,Agent Phil Coulson,3.75,18.75,1,1
Iron Man,Aldrich Killian,0,12,1,1
Iron Man,Alexander Pierce,0,12.75,1,1
Iron Man,Algrim,0,6.25,1,1
Iron Man,Ancient One,0,17.25,1,1
Iron Man,Arnim Zola,0,10.5,1,1
Iron Man,Ayesha,0,3.5,1,1
Iron Man,Baron Mordo,0,17.75,1,1
Iron Man,Betty Ross,0,27,1,1
Iron Man,Bruce Banner,0,112.75,1,1
Iron Man,Bucky Barnes,0,43.5,1,1
Iron Man,Cassandra Lang,0,4.5,1,1
Iron Man,Chester Phillips,0,9.25,1,1
Iron Man,Christine Everhart,3.75,5.25,1,1
Iron Man,Christine Palmer,0,12.75,1,1
Iron Man,Clint Barton,0,32.5,1,1
Iron Man,Col. James Rhodes,8.25,46.5,1,1
Iron Man,Crossbones,0,8.5,1,1
Iron Man,Darcy Lewis,0,17.25,1,1
Iron Man,Darren Cross,0,14.5,1,1
Iron Man,Dr. Abraham Erskine,0,8.5,1,1
Iron Man,Dr. Helen Cho,0,3.25,1,1
Iron Man,Dr. Stephen Strange,0,76.25,1,1
Iron Man,Drax the Destroyer,0,34.5,1,1
Iron Man,Ego the Living Planet,0,17.5,1,1
Iron Man,Emil Blonsky,0,18.5,1,1
Iron Man,Erik Selvig,0,24,1,1
Iron Man,Fandral,0,9.5,1,1
Iron Man,Frigga,0,6,1,1
Iron Man,Gamora,0,55,1,1
Iron Man,Gen. Thaddeus Ross,0,17.75,1,1
Iron Man,Grandmaster,0,6,1,1
Iron Man,Groot,0,29.5,1,1
Iron Man,Hank Pym,0,24.75,1,1
Iron Man,Happy Hogan,1.25,17.75,1,1
Iron Man,Harley Keener,0,6.25,1,1
Iron Man,Heimdall,0,13.5,1,1
Iron Man,Hela,0,12.25,1,1
Iron Man,Ho Yinsen,10.75,11,1,1
Iron Man,Hogun,0,8.25,1,1
Iron Man,Hope van Dyne,0,15.75,1,1
Iron Man,Howard Stark,0,8.75,1,1
Iron Man,Ivan Vanko,0,20.75,1,1
Iron Man,Jane Foster,0,46,1,1
Iron Man,Jasper Sitwell,0,5.5,1,1
Iron Man,Johann Schmidt,0,15.5,1,1
Iron Man,Justin Hammer,0,16.5,1,1
Iron Man,Kaecilius,0,12.75,1,1
Iron Man,King Laufey,0,3.5,1,1
Iron Man,Korg,0,3.75,1,1
Iron Man,Kraglin,0,6.5,1,1
Iron Man,Laura Barton,0,3.75,1,1
Iron Man,Liz Allan,0,9.75,1,1
Iron Man,Loki,0,75.25,1,1
Iron Man,Luis,0,7,1,1
Iron Man,Malekith the Accursed,0,8.75,1,1
Iron Man,Mantis,0,11,1,1
Iron Man,Maria Hill,0,11.75,1,1
Iron Man,May Parker,0,5,1,1
Iron Man,Maya Hansen,0,8.75,1,1
Iron Man,Natasha Romanoff,0,89,1,1
Iron Man,Nebula,0,15,1,1
Iron Man,Ned Leeds,0,13.75,1,1
Iron Man,Nick Fury,0.25,43.75,1,1
Iron Man,Obadiah Stane,22,22,1,1
Iron Man,Odin,0,23.75,1,1
Iron Man,Paxton,0,4.5,1,1
Iron Man,Peggy Carter,0,20.5,1,1
Iron Man,Pepper Potts,23.25,64,1,1
Iron Man,Peter Parker,0,84.75,1,1
Iron Man,Peter Quill,0,82.5,1,1
Iron Man,Pietro Maximoff,0,10.25,1,1
Iron Man,Raza,6,6,1,1
Iron Man,Rocket Raccoon,0,39.25,1,1
Iron Man,Ronan the Accuser,0,7.75,1,1
Iron Man,Sam Wilson,0,28,1,1
Iron Man,Samuel Sterns,0,7.5,1,1
Iron Man,Savin,0,6,1,1
Iron Man,Scott Lang,0,56,1,1
Iron Man,Sharon Carter,0,7.5,1,1
Iron Man,Sif,0,11.5,1,1
Iron Man,Skurge,0,6.75,1,1
Iron Man,Steve Rogers,0,205.25,1,1
Iron Man,T'Challa,0,11.5,1,1
Iron Man,Taserface,0,4.25,1,1
Iron Man,The Collector,0,3.75,1,1
Iron Man,Thor,0,167.25,1,1
Iron Man,Tinkerer,0,3.75,1,1
Iron Man,Tony Stark,77.25,306,1,1
Iron Man,Trevor Slattery,0,7.5,1,1
Iron Man,Ultron,0,16.75,1,1
Iron Man,Valkyrie,0,15.5,1,1
Iron Man,Vision,0,13.5,1,1
Iron Man,Volstagg,0,10.25,1,1
Iron Man,Wanda Maximoff,0,23,1,1
Iron Man,Wong,0,7,1,1
Iron Man,Yondu Udonta,0,22.25,1,1
Iron Man,Zemo,0,10.5,1,1
Iron Man 2,Adrian Toomes,0,19,3,2
Iron Man 2,Agent Phil Coulson,2,18.75,3,2
Iron Man 2,Aldrich Killian,0,12,3,2
Iron Man 2,Alexander Pierce,0,12.75,3,2
Iron Man 2,Algrim,0,6.25,3,2
Iron Man 2,Ancient One,0,17.25,3,2
Iron Man 2,Arnim Zola,0,10.5,3,2
Iron Man 2,Ayesha,0,3.5,3,2
Iron Man 2,Baron Mordo,0,17.75,3,2
Iron Man 2,Betty Ross,0,27,3,2
Iron Man 2,Bruce Banner,0,112.75,3,2
Iron Man 2,Bucky Barnes,0,43.5,3,2
Iron Man 2,Cassandra Lang,0,4.5,3,2
Iron Man 2,Chester Phillips,0,9.25,3,2
Iron Man 2,Christine Everhart,1.5,5.25,3,2
Iron Man 2,Christine Palmer,0,12.75,3,2
Iron Man 2,Clint Barton,0,32.5,3,2
Iron Man 2,Col. James Rhodes,18.75,46.5,3,2
Iron Man 2,Crossbones,0,8.5,3,2
Iron Man 2,Darcy Lewis,0,17.25,3,2
Iron Man 2,Darren Cross,0,14.5,3,2
Iron Man 2,Dr. Abraham Erskine,0,8.5,3,2
Iron Man 2,Dr. Helen Cho,0,3.25,3,2
Iron Man 2,Dr. Stephen Strange,0,76.25,3,2
Iron Man 2,Drax the Destroyer,0,34.5,3,2
Iron Man 2,Ego the Living Planet,0,17.5,3,2
Iron Man 2,Emil Blonsky,0,18.5,3,2
Iron Man 2,Erik Selvig,0,24,3,2
Iron Man 2,Fandral,0,9.5,3,2
Iron Man 2,Frigga,0,6,3,2
Iron Man 2,Gamora,0,55,3,2
Iron Man 2,Gen. Thaddeus Ross,0,17.75,3,2
Iron Man 2,Grandmaster,0,6,3,2
Iron Man 2,Groot,0,29.5,3,2
Iron Man 2,Hank Pym,0,24.75,3,2
Iron Man 2,Happy Hogan,4.25,17.75,3,2
Iron Man 2,Harley Keener,0,6.25,3,2
Iron Man 2,Heimdall,0,13.5,3,2
Iron Man 2,Hela,0,12.25,3,2
Iron Man 2,Ho Yinsen,0,11,3,2
Iron Man 2,Hogun,0,8.25,3,2
Iron Man 2,Hope van Dyne,0,15.75,3,2
Iron Man 2,Howard Stark,2,8.75,3,2
Iron Man 2,Ivan Vanko,20.75,20.75,3,2
Iron Man 2,Jane Foster,0,46,3,2
Iron Man 2,Jasper Sitwell,0,5.5,3,2
Iron Man 2,Johann Schmidt,0,15.5,3,2
Iron Man 2,Justin Hammer,16.5,16.5,3,2
Iron Man 2,Kaecilius,0,12.75,3,2
Iron Man 2,King Laufey,0,3.5,3,2
Iron Man 2,Korg,0,3.75,3,2
Iron Man 2,Kraglin,0,6.5,3,2
Iron Man 2,Laura Barton,0,3.75,3,2
Iron Man 2,Liz Allan,0,9.75,3,2
Iron Man 2,Loki,0,75.25,3,2
Iron Man 2,Luis,0,7,3,2
Iron Man 2,Malekith the Accursed,0,8.75,3,2
Iron Man 2,Mantis,0,11,3,2
Iron Man 2,Maria Hill,0,11.75,3,2
Iron Man 2,May Parker,0,5,3,2
Iron Man 2,Maya Hansen,0,8.75,3,2
Iron Man 2,Natasha Romanoff,9.25,89,3,2
Iron Man 2,Nebula,0,15,3,2
Iron Man 2,Ned Leeds,0,13.75,3,2
Iron Man 2,Nick Fury,5.5,43.75,3,2
Iron Man 2,Obadiah Stane,0,22,3,2
Iron Man 2,Odin,0,23.75,3,2
Iron Man 2,Paxton,0,4.5,3,2
Iron Man 2,Peggy Carter,0,20.5,3,2
Iron Man 2,Pepper Potts,17.5,64,3,2
Iron Man 2,Peter Parker,0,84.75,3,2
Iron Man 2,Peter Quill,0,82.5,3,2
Iron Man 2,Pietro Maximoff,0,10.25,3,2
Iron Man 2,Raza,0,6,3,2
Iron Man 2,Rocket Raccoon,0,39.25,3,2
Iron Man 2,Ronan the Accuser,0,7.75,3,2
Iron Man 2,Sam Wilson,0,28,3,2
Iron Man 2,Samuel Sterns,0,7.5,3,2
Iron Man 2,Savin,0,6,3,2
Iron Man 2,Scott Lang,0,56,3,2
Iron Man 2,Sharon Carter,0,7.5,3,2
Iron Man 2,Sif,0,11.5,3,2
Iron Man 2,Skurge,0,6.75,3,2
Iron Man 2,Steve Rogers,0,205.25,3,2
Iron Man 2,T'Challa,0,11.5,3,2
Iron Man 2,Taserface,0,4.25,3,2
Iron Man 2,The Collector,0,3.75,3,2
Iron Man 2,Thor,0,167.25,3,2
Iron Man 2,Tinkerer,0,3.75,3,2
Iron Man 2,Tony Stark,61.25,306,3,2
Iron Man 2,Trevor Slattery,0,7.5,3,2
Iron Man 2,Ultron,0,16.75,3,2
Iron Man 2,Valkyrie,0,15.5,3,2
Iron Man 2,Vision,0,13.5,3,2
Iron Man 2,Volstagg,0,10.25,3,2
Iron Man 2,Wanda Maximoff,0,23,3,2
Iron Man 2,Wong,0,7,3,2
Iron Man 2,Yondu Udonta,0,22.25,3,2
Iron Man 2,Zemo,0,10.5,3,2
